product_name,brand,category,source,enrichment_status
PediaSure plus fiber,Abbott,Health & Nutrition,openfoodfacts,enriched
Pediasure Grow and Gain,Abbott,Health & Nutrition,openfoodfacts,enriched
Protinex Vanilla flavor,Protinex,Health & Nutrition,openfoodfacts,enriched
Protinex Chocolate Flavour,Nutrica,Health & Nutrition,openfoodfacts,not_found
Milk Chocolate Biscuits,Cadbury,Snacks & Namkeen,openfoodfacts,not_found
DAIRY MILK buttons,Cadbury,Snacks & Namkeen,openfoodfacts,not_found
Cadbury dairy milk Freddo easter egg,Cadbury,Snacks & Namkeen,openfoodfacts,not_found
Dairy Milk Chocolate Advent Calendar,Cadbury,Snacks & Namkeen,openfoodfacts,not_found
Dairy Milk crunchie bits,Cadbury,Snacks & Namkeen,openfoodfacts,not_found
Cadbury dairy milk chocolate bar wholenut,Cadbury,Snacks & Namkeen,openfoodfacts,not_found
Dairy milk original,Cadbury,Dairy,openfoodfacts,enriched
Cream egg Easter egg,Cadbury,Snacks & Namkeen,openfoodfacts,not_found
dairy milk egg,Cadbury,Chocolates & Confectionery,openfoodfacts,enriched
Mini Éclairs Dessert Pastry,Specially Selected,Other,openfoodfacts,not_found
Delicatesse,Eclair,Snacks & Namkeen,openfoodfacts,not_found
Maggi chilli sauce 500g,Maggi,Sauces & Condiments,openfoodfacts,not_found
Chilli Tomato Sauce,Kissan,Sauces & Condiments,openfoodfacts,not_found
kissan fresh tomato,Kissan,Sauces & Condiments,openfoodfacts,not_found
Tomato Ketchup Kissan,Kissan,Sauces & Condiments,openfoodfacts,not_found
Kissan Fresh Tomato Ketchup,Kissan,Sauces & Condiments,openfoodfacts,enriched
Red Chilli Sauce,Weikfield,Sauces & Condiments,openfoodfacts,not_found
mango jelly,Weikfield,Sauces & Condiments,openfoodfacts,enriched
Cornflower,Weikfield,Sauces & Condiments,openfoodfacts,not_found
Peri peri sauce,Weikfield,Sauces & Condiments,openfoodfacts,enriched
Green Chilli Sauce,Weikfield,Sauces & Condiments,openfoodfacts,not_found
omogenizzati manzo nipiol,Kraft Heinz,Baby Food,openfoodfacts,not_found
Nipiol Vitello,Kraft Heinz,Baby Food,openfoodfacts,enriched
Heinz cheesy tomato pasta baby food imp,Heinz,Baby Food,openfoodfacts,enriched
Heinz bb food lamb pumpkin 170g,Heinz,Baby Food,openfoodfacts,not_found
Plasmon - Biscottino Biberon (450 GR),Kraft Heinz,Baby Food,openfoodfacts,not_found
Little kids,Heinz,Baby Food,openfoodfacts,not_found
Coniglio omogeneizzato,Kraft Heinz,Baby Food,openfoodfacts,not_found
Baby food banana,Heinz,Baby Food,openfoodfacts,not_found
Biscotto,Kraft Heinz,Snacks & Namkeen,openfoodfacts,enriched
smoothie pear betty & oat,Heinz,Baby Food,openfoodfacts,not_found
heinz tropical baby food,Heinz,Baby Food,openfoodfacts,enriched
Hnz app/bry/pass 120g,Heinz,Baby Food,openfoodfacts,not_found
Heinz creamed porridge imp,Heinz,Baby Food,openfoodfacts,enriched
Theething rusks,Heinz,Baby Food,openfoodfacts,not_found
Pear and BlackBerry Custard,Heinz,Baby Food,openfoodfacts,not_found
Pollo Plasmon,Kraft Heinz,Meat & Seafood,openfoodfacts,enriched
Heinz For Baby - Beef Bolognese & Vegetables,Heinz,Baby Food,openfoodfacts,not_found
Omogeneizzati di pollo,Kraft Heinz,Baby Food,openfoodfacts,enriched
La pastina,Kraft Heinz,Baby Food,openfoodfacts,not_found
omogenizzati frutta mista nipiol,Kraft Heinz,Baby Food,openfoodfacts,enriched
Omogenizzati frutta,Kraft Heinz,Baby Food,openfoodfacts,enriched
Omogeneizzato agnello,Kraft Heinz,Baby Food,openfoodfacts,enriched
pear baby food,Heinz,Baby Food,openfoodfacts,not_found
Guava Baby Food,Heinz,Baby Food,openfoodfacts,enriched
TATA Salt,Tata,Other,openfoodfacts,not_found
salt,Tata,Other,openfoodfacts,enriched
Poisson salt et pepper,The tasty catch,Other,openfoodfacts,not_found
